date,values
2014-09-29,10.4300
2014-09-29,10.5000
2014-09-26,10.6500 
2014-09-25,10.5000
2014-09-24,10.5000
2014-09-23,10.7500
2014-09-22,10.6500
2014-09-19,11.0000
2014-09-18,10.8300
2014-09-17,11.8600
2014-09-16,12.0000
2014-09-15,11.5500
2014-09-12,11.0800
2014-09-11,11.0000
2014-09-10,10.5000
2014-09-09,10.5000
2014-09-08,10.5000
2014-09-05,0.0000
2014-09-04,10.6400
2014-09-03,0.0000
2014-09-02,0.0000
2014-09-01,11.0000
2014-08-29,11.1900
2014-08-28,11.1300
2014-08-27,0.0000
2014-08-26,11.0000
2014-08-25,11.0000
2014-08-22,11.1600
2014-08-21,11.9700
2014-08-20,14.0000
2014-08-19,14.3800
2014-08-18,14.0600
2014-08-15,12.2500
2014-08-14,10.5000
2014-08-13,11.5000
2014-08-12,11.7000
2014-08-11,11.6200
2014-08-08,0.0000
2014-08-07,10.8900
2014-08-06,12.2900
2014-08-04,11.7500
2014-08-01,11.2500
2014-07-31,0.0000
2014-07-30,0.0000
2014-07-25,0.0000
2014-07-24,0.0000
2014-07-23,0.0000
2014-07-22,0.0000
2014-07-21,0.0000
2014-07-18,0.0000
2014-07-17,0.0000
2014-07-16,0.0000
2014-07-15,0.0000
2014-07-14,0.0000
2014-07-11,0.0000
2014-07-10,0.0000
2014-07-09,0.0000
2014-07-08,0.0000
2014-07-07,0.0000
2014-07-04,0.0000
2014-07-03,0.0000
2014-07-02,0.0000
2014-07-01,0.0000
2014-06-30,10.5000
2014-06-27,0.0000
2014-06-26,10.5000
2014-06-25,0.0000
2014-06-24,0.0000
2014-06-23,0.0000
2014-06-20,0.0000
2014-06-19,0.0000
2014-06-18,0.0000
2014-06-17,0.0000
2014-06-16,0.0000
2014-06-13,0.0000
2014-06-12,0.0000
2014-06-11,0.0000
2014-06-10,0.0000
2014-06-09,0.0000
2014-06-06,0.0000
2014-06-05,0.0000
2014-06-04,0.0000
2014-06-03,0.0000
2014-06-02,0.0000
2014-05-30,0.0000
2014-05-29,10.7500
2014-05-27,0.0000
2014-05-26,0.0000
2014-05-23,0.0000
2014-05-22,0.0000
2014-05-21,0.0000
2014-05-20,0.0000
2014-05-19,0.0000
2014-05-16,0.0000
2014-05-14,10.7500
2014-05-09,0.0000
2014-05-08,0.0000
2014-05-07,0.0000
2014-05-06,0.0000
2014-05-05,0.0000
2014-05-02,0.0000
2014-04-30,0.0000
2014-04-29,10.5000
2014-04-28,0.0000
2014-04-25,0.0000
2014-04-24,0.0000
2014-04-23,0.0000
2014-04-22,0.0000
2014-04-17,0.0000
2014-04-16,0.0000
2014-04-15,0.0000
2014-04-14,0.0000
2014-04-11,0.0000
2014-04-10,0.0000
2014-04-09,0.0000
2014-04-08,10.5000
2014-04-07,0.0000
2014-04-04,0.0000
2014-04-03,0.0000
2014-04-02,0.0000
2014-04-01,0.0000
2014-03-31,0.0000
2014-03-28,0.0000
2014-03-27,0.0000
2014-03-26,0.0000
2014-03-25,0.0000
2014-03-24,0.0000
2014-03-21,0.0000
2014-03-20,0.0000
2014-03-19,0.0000
2014-03-18,0.0000
2014-03-17,0.0000
2014-03-14,0.0000
2014-03-13,0.0000
2014-03-12,0.0000
2014-03-11,0.0000
2014-03-10,0.0000
2014-03-07,0.0000
2014-03-06,0.0000
2014-03-05,0.0000
2014-03-04,0.0000
2014-03-03,0.0000
2014-02-28,0.0000
2014-02-26,0.0000
2014-02-25,0.0000
2014-02-24,0.0000
2014-02-21,0.0000
2014-02-20,0.0000
2014-02-19,0.0000
2014-02-18,0.0000
2014-02-17,0.0000
2014-02-14,0.0000
2014-02-13,0.0000
2014-02-12,0.0000
2014-02-11,0.0000
2014-02-10,0.0000
2014-02-07,10.5000
2014-02-06,0.0000
2014-02-05,0.0000
2014-02-04,0.0000
2014-02-03,0.0000
2014-01-31,0.0000
2014-01-30,10.0000
2014-01-29,10.0000
2014-01-28,0.0000
2014-01-27,0.0000
2014-01-24,0.0000
2014-01-23,0.0000
2014-01-21,0.0000
2014-01-20,0.0000
2014-01-17,0.0000
2014-01-16,0.0000
2014-01-15,0.0000
2014-01-13,0.0000
2014-01-10,0.0000
2014-01-09,0.0000
2014-01-08,0.0000
2014-01-07,0.0000
2014-01-06,0.0000
2014-01-03,0.0000
2013-12-30,0.0000
2013-12-27,0.0000
2013-12-23,0.0000
2013-12-20,0.0000
2013-12-19,0.0000
2013-12-18,0.0000
2013-12-13,0.0000
2013-12-12,0.0000
2013-12-12,0.0000
2013-12-11,11.5000
2013-12-10,0.0000
2013-12-09,0.0000
2013-12-06,11.0000
2013-12-05,0.0000
2013-12-04,0.0000
2013-12-03,10.5200
2013-12-02,10.4100
2013-11-29,12.2600
2013-11-28,10.5200
2013-11-27,10.7600
2013-11-26,0.0000
2013-11-25,0.0000
2013-11-22,10.5000
2013-11-21,10.2900
2013-11-20,10.4000
2013-11-18,11.7500
2013-11-15,13.7400
2013-11-14,12.5000
2013-11-13,0.0000
2013-11-12,10.8800
2013-11-11,0.0000
2013-11-08,10.9400
2013-11-07,10.7000
2013-11-06,12.0000
2013-11-05,11.0000
2013-11-04,10.7500
2013-11-01,10.5000
2013-10-29,10.7500
2013-10-28,10.6500
2013-10-25,10.5000
2013-10-24,10.5800
2013-10-23,10.6700
2013-10-22,10.5000
2013-10-18,10.5000
2013-10-17,10.5000
2013-10-11,12.0000
2013-10-09,15.5000
2013-10-07,13.0000
2013-10-04,13.0000
2013-10-03,10.8100
2013-10-02,10.7700
2013-09-30,11.0000
2013-09-30,10.6000
2013-09-27,13.5000
2013-09-26,12.2100
2013-09-25,17.9900
2013-09-24,14.3100
2013-09-23,15.3300
2013-09-20,14.0000
2013-09-19,0.0000
2013-09-18,13.2000
2013-09-17,41.5000
2013-09-16,28.8600
2013-09-13,25.4200
2013-09-12,14.7400
2013-09-11,19.5300
2013-09-10,15.0000
2013-09-09,13.8400
2013-09-06,17.0300
2013-09-05,12.1300
2013-09-04,16.3900
2013-09-03,11.6700
2013-09-02,11.8600
2013-08-30,11.7200
2013-08-29,10.6700
2013-08-28,10.6400
2013-08-27,10.9200
2013-08-26,13.1200
2013-08-23,16.9300
2013-08-22,14.5300
2013-08-21,22.1900
2013-08-20,14.8800
2013-08-19,15.4400
2013-08-16,18.1100
2013-08-15,14.9400
2013-08-14,19.1900
2013-08-13,16.1500
2013-08-12,15.5700
2013-08-07,20.7300
2013-08-06,11.1400
2013-08-05,11.1400
2013-08-02,12.5500
2013-08-01,11.7000
2013-07-31,11.1800
2013-07-30,10.4500
2013-07-29,10.6900
2013-07-26,10.3300
